uf,municipality,district,sub_district,tract,urban_rural,place,address_1,address_2,house_number,modifier,complement1,value_1,complement_2,value_2,complement_3,value_3,complement4,value_4,complement_5,value_5,complement_6,value_6,latitude,longitude,borough,nil,landuse_id,landuse_description,multiple,collective_name,block_number,face_number,post_code,code_tract
25,1906,5,0,18,1,RUA,NA,FELICIANO PEDROSA 2,5445,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ASEMBREIA DE DEUS PENTESTATI,1,NA,3,2,58255000,250190605000018
42,8203,5,0,295,1,RUA,NA,ARLINDO WERNER,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIDADE NOVA,NA,6,ESCRITORIO,1,NA,3,4,88308623,420820305000295
35,57303,5,0,10,1,ESTRADA,NA,MUNICIPAL JOAO FRANCISCO DE LI,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARAISO DO ORICANGA,NA,6,MOTEL PASSION,1,NA,1,1,13857000,355730305000010
33,5208,5,8,34,1,RUA,NA,LECI PEREIRA DE SOUZA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BALNEARIO SAO PEDRO 2,NA,6,IGREJA,1,NA,8,4,28940000,330520805080034
41,17701,5,0,29,2,ESTRADA,NA,SANTA BARBARA,0,0,CASA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA BARBARA,NA,6,BARRACAO E CASAS VAGAS,1,NA,0,0,84130000,411770105000029
31,18601,10,6,5,1,RUA,NA,INDUSTRIAL,624,NA,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA MARIA,NA,6,CHALE BAR,1,NA,4,4,32240180,311860110060005
35,44301,5,0,1,1,RUA,MAJOR,VITORIANO,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,FLORICULTURA,1,NA,2,3,12580000,354430105000001
35,15129,5,0,2,1,RUA,NA,JOSE PRETTE,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,CENTRO COMUNITARIO,1,NA,11,1,19350000,351512905000002
31,37809,5,0,30,2,SETOR,NA,BR 460,0,SN,FAZENDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 59 45.3600 S,45 19 52.4940 O,SERROTE,NA,6,AREA DE LAZER DO PARQUE HOTEL,1,NA,0,0,37480000,313780905000030
24,1404,5,0,2,1,RUA,NA,ANTONIO FERREIRA DE SOUZA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,COMERCIO,1,NA,1,1,59194000,240140405000002
25,205,5,0,9,2,SITIO,SAO,BENTO,4,FNS,CASA,C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07 05 53.3160 S,38 11 30.0960 O,SAO BENTO,NA,3,COLHEITA DE SEMENTES,NA,NA,0,0,58778000,250020505000009
35,13702,5,0,4,1,RUA,NA,NICOLAU ANTONIO LOBO,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RESIDENCIAL MORUMBI,NA,6,FARMACIA CITY,1,NA,16,1,13690000,351370205000004
35,18602,5,0,32,1,RUA,NA,CASTELO BRANCO,985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO ALTO,NA,6,BAR,1,NA,5,3,14840000,351860205000032
25,8604,5,0,1,1,RUA,NA,JOAO MONTEIRO DE S FALCAO,645,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,BAR,1,NA,15,3,58315000,250860405000001
31,56809,10,0,2,2,VILA,NA,TAVARES,24,SUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 32 12.5820 S,43 02 44.9100 O,TAVARES,NA,3,SITIO DA LIA,NA,NA,0,0,39750000,315680910000002
25,16003,5,0,28,2,ESTRADA,NA,SERRARIA A ARARA,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06 49 7.3380 S,35 42 34.5120 O,SITIO MATINHAS,NA,3,PLANTACAO DE MILHO FAVA FEIJAO BATATA CA,NA,NA,0,0,58225000,251600305000028
35,9502,5,0,636,1,RUA,NA,FRANCISCO JOAO CARLOS EBERL,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM SAO VICENTE,NA,6,ARNALDO CABELEIREIRO,1,NA,4,2,13045160,350950205000636
26,11507,10,0,4,2,SITIO,NA,BOA SORTE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUIPAPA,NA,3,ATIVIDADES AGROPECUARIAS,NA,NA,0,0,55415000,261150710000004
27,300,5,0,3,1,PRACA,NA,MANOEL ANDRE,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA DE COLCHOES,1,NA,4,4,57300005,270030005000003
13,2603,5,12,434,1,RUA,NA,TRINTA E UM DE MARCO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COLONIA SANTO ANTONIO,NA,6,IGREJA ASSEMBLEIA DE DEUS,1,NA,1,6,69039390,130260305120434
35,23107,5,0,177,1,RUA,NA,DOIS ATUAL ABELARDON LUZ,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAIUBY,NA,6,FUNELARIA,1,NA,5,4,8587000,352310705000177
23,13955,5,0,3,1,RUA,NA,FRANCISCA RODRIGUES DE FARIAS,1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,GARAGEM,1,NA,7,4,62265000,231395505000003
33,1009,5,7,51,1,RUA,DOUTOR,RAUL ABBOTT ESCOBAR,54,NA,SOBRADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TURF CLUB,NA,6,ESCRITORIO DA AGENCIA DE VEICULOS,1,NA,1,1,28013314,330100905070051
41,3701,5,0,41,1,RODOVIA,NA,CELSO GARCIA CID,1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANA ELISA,NA,6,OFICINA MECANICA DE CARRETAS,1,NA,9,3,86180000,410370105000041
51,3403,5,41,180,1,RUA,MESTRE,ALBERTINO DA SILVA,1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUQUE DE CAXIAS,NA,6,ACADEMIA AUTO CONHECIMENTO HUMI,1,NA,3,2,78043356,510340305410180
35,6607,5,0,3,1,AVENIDA,NA,MARIA JOSE DE SIQUEIRA MELO,245,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM TAKEBE,NA,6,CONSERTOS DE SISTEMAS ELETRONICOS,1,NA,5,4,8940000,350660705000003
21,1608,5,0,8,1,AVENIDA,NA,MANOEL MARIANO DE SOUSA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA CANADA,NA,6,COMERCIO VAREJISTA DE ALIMENTOS,1,NA,7,1,65950000,210160805000008
41,18857,5,0,11,2,RUA,NA,SEM DENOMINACAO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CEDRO,NA,6,IGREJA ASSENBLEIA DE DEUS,1,NA,8,2,87538000,411885705000011
13,2603,5,8,111,1,BECO,NA,SANTA ANA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALVORADA,NA,6,FABRICA DE GESSO,1,NA,1,5,69093001,130260305080111
35,52205,5,0,11,1,RUA,SANTA,CRUZ,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,CURSOS PROFISSIONALIZANTES,1,NA,6,3,18035630,355220505000011
52,20454,5,0,30,1,RUA,PRACA,DA MATRIZ,0,SN,QUADRA,23,LOTE,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM TODOS SANTOS,NA,6,LAN HOUSE,1,NA,7,4,75250000,522045405000030
41,10508,5,0,22,2,ESTRADA,NA,PARA POMBAL,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 59 0.3900 S,50 35 39.5520 O,AVENCAL,NA,3,REFLORESTAMENTO DE EUCALIPTO,NA,NA,0,0,84450000,411050805000022
31,8503,15,0,1,1,RUA,NA,JUSTINO BISPO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA CRUZ DE BOTUMIRIM,NA,6,BAR,1,NA,8,6,39596000,310850315000001
13,706,5,0,56,1,RUA,NA,GAIVOTA,0,SN,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA DO GADO,NA,6,CASA DE FAZER BANANAS FRITAS,1,NA,2,1,69850000,130070605000056
33,4557,5,30,131,1,RUA,NA,ACATAIA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COSTA BARROS,NA,4,ESCOLA MUNICIPAL FROTA PESSOA,1,NA,2,1,21650190,330455705300131
35,43402,5,0,10,1,RUA,NA,VICENTE DE CARVALHO,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA SEIXAS,NA,5,CLINICA DR GERSON F REIS,1,NA,12,2,14020040,354340205000010
29,31202,5,0,9,2,ESTRADA,NA,DO PILOTO,105,SMS,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 34 47.4480 S,39 10 2.5080 O,PILOTO,NA,3,PLANTACAO CUPUACUGUARANA,NA,NA,0,0,45430000,293120205000009
41,25506,5,0,63,1,RUA,NA,FRANCISCO ALVES,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INDEPENDENCIA,NA,6,IGREJA BASTISTA,1,NA,7,2,83050420,412550605000063
23,4400,5,8,500,1,AVENIDA,PROFESSOR,GOMES DE MATOS,720,ALTOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOM FUTURO,NA,5,CONSULTORIO MEDICO,1,NA,2,2,60410000,230440005080500
35,9007,5,0,9,1,AVENIDA,PROFESSOR,CARVALHO PINTO,39,NA,FUNDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,CLINICA DE OLHOS,1,NA,1,3,7700000,350900705000009
35,26803,5,0,2,1,RUA,NA,JOSE DO PATROCINIO,785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,SALAO CABELEIREIRO,1,NA,13,1,18682057,352680305000002
29,31905,5,0,6,1,PRACA,DUQUE,DE CAXIAS,30,SUCAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,OLIVEIRA MOVEIS,1,NA,1,5,48790000,293190505000006
29,27408,5,18,44,1,RUA,NA,VICENTE CELESTINO,16,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARECHAL RONDOM,NA,6,MAT DE CONSTRUCAO CASA ROCHA,1,NA,1,3,41280000,292740805180044
33,4557,5,13,87,1,RUA,SAO,FRANCISCO XAVIER,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TIJUCA,NA,6,DEPENDENCIAS DO RESTAURANTE CULINARIA JA,1,NA,3,1,20550012,330455705130087
42,1950,5,0,21,1,RUA,NA,IRINEU DE OLIVEIRA,213,NA,OUTROS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA DA CACAMBA,NA,6,BAR DO VACIR,1,NA,3,5,88914000,420195005000021
43,14902,5,0,1399,1,AVENIDA,NA,CRISTOVAO COLOMBO,1350,NA,APARTAMENTO,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLORESTA,NA,6,APTO DO CONDOMINIO USADO COMO DEPOSITO,1,NA,1,1,90560001,431490205001399
26,15904,5,0,6,1,RUA,NA,OTACILIO LUIZ SERAFIM,16,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOM JESUS,NA,6,FRIGORIFICO,1,NA,6,4,56760000,261590405000006
15,1402,67,0,17,1,RUA,NA,CABO FRIO,2198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AGUA BOA,NA,6,ATELIER,1,NA,17,3,66843250,150140267000017
31,31208,5,0,34,2,ESTRADA,NA,DOS BERNADES,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19 37 45.3300 S,41 44 28.1040 O,BAIXO SANTA MARIA,NA,3,PLANTACAO DE CAFE,NA,NA,0,0,36950000,313120805000034
21,11300,5,0,716,1,AVENIDA,NA,DA SAUDADE,35,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CONJUNTO SAO RAIMUNDO,NA,6,PONTO COMERCIAL,1,NA,11,2,65058230,211130005000716
43,22707,5,0,19,2,ESTRADA,NA,LINHA TAPERA,0,SN,CASA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESTRADA LINHA TAPERA,NA,3,1 ESTUFA E 1 GALPAO DE FUMO,NA,NA,0,0,96880000,432270705000019
23,4103,17,0,2,2,ESTRADA,NA,CAJASEIRAS PARA LAGOA DAS PEDR,23,VISA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAGOA DAS PEDRAS,NA,3,ARMAZEM,NA,NA,0,0,63700000,230410317000002
21,6706,5,0,4,1,AVENIDA,NA,FRANCISCO LUIS DA FONSECA,4,SMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRADOR,NA,6,PANIFICADORA E LACHONETE,1,NA,4,3,65850000,210670605000004
35,15004,5,0,3,1,RUA,NA,CANDIDO PORTINARI,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CERCADO GRANDE,NA,6,COMERCIO,1,NA,4,4,6804180,351500405000003
35,50308,38,0,122,1,RUA,DOUTOR,DJALMA PINHEIRO FRANCO,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JABAQUARA,NA,6,ADEGA,1,NA,2,10,4368000,355030838000122
33,4557,5,38,15,1,RUA,NA,JUDEIA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIDADE DE DEUS,NA,6,IGREJA,1,NA,5,2,22772070,330455705380015
23,8500,25,0,2,2,SITIO,NA,ESPIRITO SANTO,17,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05 57 55.7100 S,39 46 12.4380 O,DISTRITO DO CATOLE,NA,3,PRODUCAO DE SEMENTES,NA,NA,0,0,63610000,230850025000002
31,34103,5,0,7,2,CORREGO,NA,JUAZEIRO,0,0,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19 22 12.6420 S,41 00 29.2860 O,JUAZEIRO ITUETA,NA,3,PRODUCAO DE LEITE,NA,NA,0,0,35220000,313410305000007
29,23704,5,0,9,2,ESTRADA,SANTO,ANOFRE,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VOLTA DA SERRA,NA,6,SUPERMECADO,1,NA,1,2,47500000,292370405000009
52,18789,5,0,8,2,FAZENDA,NA,LAJINHA 8,0,SN,CASA,SEDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17 52 49.8360 S,48 45 18.8940 O,LAJINHA,NA,3,GADO DE CORTE,NA,NA,0,0,75695000,521878905000008
29,21500,5,0,87,2,ESTRADA,NA,Q LIGA MONTE ALEGRE A MEDRADO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 09 16.5720 S,39 45 16.7700 O,FAZENDA CACHOEIRA,NA,3,CRIACAO DE GALINHA,NA,NA,0,0,48800000,292150005000087
35,50308,74,0,98,1,RUA,PROFESSOR,ASSIS VELOSO,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO MIGUEL,NA,6,OFICINA MECANICA,1,NA,5,4,8021470,355030874000098
21,1608,5,0,24,1,RUA,NA,RIO JURUA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRESIDELA,NA,6,SALAO CABELEREIROS,1,NA,5,2,65950000,210160805000024
23,13302,5,0,7,1,RUA,NA,LULU LIMA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAUAZINHO,NA,6,OFICINA DE ELETRODOMESTICO,1,NA,8,4,63660000,231330205000007
50,2704,5,7,53,1,RUA,NA,SEM DENOMINACAO,0,SN,FUNDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO VERANEIO,NA,6,BAR,1,NA,6,2,79002970,500270405070053
35,55406,5,0,82,1,RUA,NA,JABOTICABEIRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAZARO (PRAIA DOMINGAS DIAS),NA,6,PADARIA  ESTRELINHA,1,NA,1,4,11680000,355540605000082
31,47907,5,0,128,2,ESTRADA,NA,PASSOS FORTALEZA,0,SN,CASA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 48 5.0820 S,46 42 8.6700 O,SERRA DO FORMOSO,NA,3,GADO DE CORTE,NA,NA,0,0,37900000,314790705000128
35,50308,25,0,182,1,RUA,NA,ESTADO DO PARANA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA YOLANDA 2,NA,6,CANDONBLE,1,NA,3,1,8473195,355030825000182
28,3005,5,0,58,2,POVOADO,NA,PIABAS,23,NA,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 09 14.4300 S,37 49 0.1620 O,PIABAS,NA,3,ROCA,NA,NA,0,0,49290000,280300505000058
31,33303,5,0,8,1,RUA,NA,GREGORIO GIL,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO SAO CRISTOVAO,NA,6,BAR,1,NA,12,4,39625000,313330305000008
25,205,5,0,8,2,SITIO,NA,CATOLE,54,FUNASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07 06 28.5840 S,38 19 12.2640 O,CATOLE,NA,6,DEPOSITO,1,NA,0,0,58778000,250020505000008
35,50308,34,0,49,1,RUA,NA,SILVA BUENO,451,NA,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPIRANGA,NA,6,COM DE TINTAS IMPERCOL,1,NA,4,4,4208050,355030834000049
33,4524,5,0,144,1,RUA,NA,DAS ACACIA,16,NA,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANCORA,NA,6,LOJA DE CHURRASQUEIRA,1,NA,2,1,28890000,330452405000144
35,48708,5,0,13,1,RUA,NA,JURUBATUBA,1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,DAMICO,1,NA,2,1,9725000,354870805000013
29,5206,10,0,7,2,LAGOA,NA,DA COBRA,36,FNS,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14 15 45.1140 S,42 27 18.4920 O,LAGOA DA COBRA,NA,3,CULTIVO DO SOLO,NA,NA,0,0,46400000,290520610000007
29,12103,5,0,28,2,AVENIDA,DOUTOR,SALVIO LUZ,94,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA SANTA ISABEL,NA,6,GARAGEM,1,NA,6,1,45745000,291210305000028
15,5486,5,0,10,2,ESTRADA,NA,TRANSLADARIO,0,SN,LOTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 35 37.7280 S,49 55 44.2440 O,LADARIO,NA,3,VICINAL,NA,NA,0,0,68485000,150548605000010
28,7105,5,0,12,1,RUA,SAO,FRANCISCO DE ASSIS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,3,CRIACAO DE VACAS,NA,NA,6,3,49480000,280710505000012
42,5159,5,0,10,2,ESTRADA,NA,GERAL ALDEIA BUGIO,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26 45 52.2900 S,49 38 48.9600 O,TERRA INDIGENA LAKLANO,NA,3,GADO,NA,NA,0,0,89126000,420515905000010
29,4209,5,0,14,2,COMUNIDADE,NA,LAGOA DO LUIS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 21 37.0200 S,42 26 2.0940 O,LAGOA DO LUIS,NA,6,CASA DE RODA,1,NA,0,0,46570000,290420905000014
43,2055,5,0,6,2,ESTRADA,NA,LINHA SANTA LUCIA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27 31 24.4320 S,52 34 58.6200 O,SANTA LUCIA,NA,6,CASA DE REUNIOES,1,NA,0,0,99650000,430205505000006
26,6408,5,0,2,1,RUA,NA,SERGIO LORETO,16,NA,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA DE ROUPA,1,NA,5,4,55640000,260640805000002
32,4104,5,0,14,1,RUA,NA,EURICO REZENDE,0,SN,ANDAR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ESCRITORIO DE ASSESSORIA,1,NA,11,1,29980000,320410405000014
35,9007,5,0,31,1,AVENIDA,NA,ARMANDO SESTINI,367,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SERPA,NA,6,QUITANDA,1,NA,3,1,7700000,350900705000031
23,11801,5,0,28,1,RUA,NA,VALDECIR CARLOS MARTINS,1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALTO DO VELAME,NA,6,IGREJA ASSEMBLEIA DE DEUS,1,NA,5,3,62900000,231180105000028
33,704,20,0,23,2,RUA,NA,PORTO ALEGRE,0,SN,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAMOIOS,NA,6,SEM IDENTIFICACAO,1,NA,1,28,28927000,330070420000023
31,11606,5,0,20,2,ZONA,NA,RURAL ONCA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ONCA,NA,3,SITIO SR PEDRO JUSTINO,NA,NA,0,0,37160000,311160605000020
29,12608,5,0,17,2,FAZENDA,NA,PONTAL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12 35 23.2260 S,40 58 53.9340 O,RUMO,NA,3,CRIACAO DE GADO,NA,NA,0,0,46840000,291260805000017
31,69604,5,0,20,1,RUA,NA,BUENO BRANDAO,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOVA ESPERANCA,NA,6,PANTERAS SHOW,1,NA,9,3,38430000,316960405000020
35,43402,5,0,412,1,RUA,GENERAL,CAMARA,744,NA,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPIRANGA,NA,6,CLAU CABELEIREIRO 36331081,1,NA,6,4,14055080,354340205000412
25,8307,5,0,33,1,RUA,NA,JURACY FARIAS FERNANDES,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,QUARTO DE DESPENSA,1,NA,10,2,58117000,250830705000033
17,18758,5,0,1,1,RUA,NA,CINCO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOVO HORIZONTE,NA,6,CENTRO COMUNITARIO,1,NA,13,3,77635000,171875805000001
35,51009,5,0,133,1,RUA,NA,JACOB EMERICK,1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,COMERCIAL ADVOGADOS,2,NA,1,3,11310070,355100905000133
23,1406,5,0,17,2,SITIO,NA,TOPE,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOPE,NA,6,IGREJA DE SANTO ANTONIO,1,NA,0,0,62762000,230140605000017
41,12207,5,0,12,2,ESTRADA,NA,DA APARECIDINHA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BREDAPOLIS,NA,3,AGROPECUARIO,NA,NA,0,0,87380000,411220705000012
42,9409,5,0,110,1,AVENIDA,NA,GETULIO VARGAS,0,SN,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAGALHAES,NA,6,LANCHONETE,1,NA,3,1,88790000,420940905000110
29,33208,15,0,3,1,RUA,NA,NOVA,50,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JIRIBATUBA,NA,6,SOL E MAR,1,NA,7,6,44470000,293320815000003
23,9201,5,0,3,1,TRAVESSA,NA,WELLINGTON BELEM DE FIGUEIREDO,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,SECRETARIA DE EDUCACA0,1,NA,4,2,63165000,230920105000003
43,14902,5,0,27,1,RUA,NA,SIQUEIRA CAMPOS,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,EDIFICIO COMERCIAL,1,NA,5,3,90010000,431490205000027
31,32701,5,0,17,2,CORREGO,NA,DO ENGENHO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 01 30.8220 S,41 42 40.7940 O,CORREGO DO ENGENHO,NA,3,FEIJAO,NA,NA,0,0,39830000,313270105000017
32,508,5,0,4,1,RUA,NA,JOSE MONTEIRO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJAS VAGA,2,NA,5,12,29450000,320050805000004
31,45604,5,0,30,1,RUA,NA,TORQUATRO,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,APARECIDA,NA,6,MERCEARIA,1,NA,5,1,35540000,314560405000030
41,26504,5,0,2,1,RUA,NA,ACRE,72,NA,FUNDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM SANTA MONICA,NA,6,OFICINA MECANICA,1,NA,11,3,86170000,412650405000002
42,4905,5,0,12,2,ESTRADA,NA,BARRA DO VEADO PARA SANGA CURT,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26 47 18.5880 S,53 26 33.8940 O,SANGA CURTA,NA,3,CHIQUEIRO,NA,NA,0,0,89910000,420490505000012
22,8809,5,0,28,1,RUA,NA,ABDON SANTANA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA DE ROUPAS,2,NA,3,1,64490000,220880905000028
