uf,municipality,district,sub_district,tract,urban_rural,place,address_1,address_2,house_number,modifier,complement1,value_1,complement_2,value_2,complement_3,value_3,complement4,value_4,complement_5,value_5,complement_6,value_6,latitude,longitude,borough,nil,landuse_id,landuse_description,multiple,collective_name,block_number,face_number,post_code,code_tract
35,18701,10,0,131,1,RUA,NA,MARIA DE LOURDES DA SILVA,0,SN,BOX,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORRINHOS,NA,6,CORREIOS,1,NA,11,2,11495104,351870110000131
15,4000,5,0,12,2,RIO,NA,FURRIEL,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01 45 33.0600 S,49 26 17.3280 O,RIO FURRIEL,NA,3,SITIO DO ROSIVALDO,NA,NA,0,0,68415000,150400005000012
26,6101,10,0,9,2,SITIO,NA,GAMELEIRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08 02 22.1520 S,35 22 41.9340 O,SITIO SERRARIA,NA,3,CULTURA DE MANDIOCA,NA,NA,0,0,55620000,260610110000009
31,6200,5,62,73,1,RUA,NA,CABO VERDE,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRUZEIRO,NA,6,DEPOSTO ENGENHARIA,1,NA,1,4,30310260,310620005620073
43,14902,5,0,2106,1,ESTRADA,NA,MARTIM FELIX BERTA,787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM DONA LEOPOLDINA,NA,6,F C SERRALHERIA,1,NA,4,2,91250200,431490205002106
21,5302,5,0,89,1,AVENIDA,NA,NEWTON BELO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA RITA,NA,4,CE ADELINA LOPES,1,NA,14,1,65919050,210530205000089
29,17805,15,0,9,2,FAZENDA,NA,BAIXA DAS ARARAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 12 33.3060 S,39 10 12.1440 O,ARARAS CUNHANGI,NA,3,ATIVIDADES AGRICOLAS,NA,NA,0,0,44480000,291780515000009
26,7901,5,0,68,1,AVENIDA,NA,ESTRADA DA BATALHA,1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAZERES,NA,6,MARMOARIA,1,NA,1,4,54315010,260790105000068
35,18701,10,0,104,1,RUA,NA,ALVARO LEAO CARMELO,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM BOA ESPERANCA,NA,6,CENTRO ESPIRITA,1,NA,17,3,11471020,351870110000104
29,9604,5,0,13,2,ESTRADA,NA,DA ROCA DE ZE ROBERTO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 32 14.7180 S,38 07 1.4460 O,LIMOEIRO,NA,3,CRIACAO DE ANIMAIS,NA,NA,0,0,48480000,290960405000013
21,11904,5,0,2,1,RUA,NA,VINTE E CINCO DE DEZEMBRO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUCUPIRA DO NORTE,NA,6,ANTIGA ALTERNATIVA FM,1,NA,1,2,65860000,211190405000002
52,8004,5,0,97,2,ESTRADA,NA,MUNICIPAL,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 07 0.3480 S,47 18 6.3900 O,FORMOSA,NA,3,FAZENDA,NA,NA,0,0,73800000,520800405000097
22,707,5,0,12,1,AVENIDA,NA,ADOLFO FERREIRA DOS SANTOS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANISIO DE ABREU,NA,6,POSTO 100,1,NA,3,2,64780000,220070705000012
23,13302,5,0,24,1,RUA,DOUTOR,BERNARDO DE CASTRO FEITOSA,326,SUCAM,FUNDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALTO DO CRUZEIRO,NA,6,ARMAZEM,1,NA,2,1,63660000,231330205000024
29,32507,20,0,7,2,CONJUNTO,SAO,JOSE,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COLONIA,NA,3,FAZENDA,NA,NA,0,0,45690000,293250720000007
51,6752,5,0,47,2,ESTRADA,NA,LAVRINHA,0,NA,SITIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAVRINHA,NA,3,HORTIFRUTIGRANJEIROS,NA,NA,0,0,78250000,510675205000047
42,5159,5,0,4,2,ESTRADA,NA,RIBEIRAO RIGO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26 43 54.7020 S,49 30 39.3240 O,RIBEIRAO RIGO,NA,3,ARROZ,NA,NA,0,0,89126000,420515905000004
43,10207,7,0,5,2,ESTRADA,NA,RINCAO DOS GOI,62,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28 30 35.0640 S,53 53 37.3320 O,RINCAO DOS GOI,NA,3,PRODUTOR DE SOJA,NA,NA,0,0,98700000,431020707000005
50,6606,5,4,13,1,RUA,NA,TENENTE LAZARO SOBREIRO,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARQUE DAS EXPOSICOES,NA,6,OFICINA MECANICA,1,NA,16,2,79900000,500660605040013
35,19709,5,0,19,1,RUA,NA,ESTRADA MUNICIPAL,0,SN,FUNDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23 41 10.2960 S,47 11 50.4900 O,PURIS,NA,6,COMERCIO,2,NA,0,0,18150000,351970905000019
33,2858,5,0,195,1,RUA,NA,AMBROSIO,171,NA,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA EMIL,NA,6,CONSULTORIO DENTARIO,1,NA,1,1,26580250,330285805000195
51,6307,5,0,11,1,RUA,NA,BERNARDINO BEZERRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TELES PIRES,NA,6,PARADA DE ONIBUS,1,NA,35,1,78870000,510630705000011
29,7301,15,0,6,2,FAZENDA,SAO,GONCALO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAZENDA SAO GONCALO,NA,3,AGRICULTURA,NA,NA,1,1,44500000,290730115000006
29,5701,5,0,13,1,RUA,NA,CASTRO ALVES,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAMACARI,NA,6,LANCHONETE,1,NA,4,1,42800000,290570105000013
42,12254,5,0,9,2,ESTRADA,NA,GERAL MORRO DO SILVEIRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29 16 35.1780 S,49 47 13.4580 O,MORRO DO SILVEIRA,NA,3,GALPAO PARA ANIMAIS,NA,NA,0,0,88980000,421225405000009
31,69307,5,0,22,1,RUA,DOUTOR,ESPERIDIAO DE QUEIROZ,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA TEREZA,NA,6,BAR,1,NA,11,1,37410000,316930705000022
42,13708,5,0,13,2,ESTRADA,NA,SANTA RITA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA RITA,NA,3,CULTIVO DO SOLO,NA,NA,0,0,89172000,421370805000013
15,800,5,0,160,1,RUA,NA,MOURLAN ROUGE,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ICUI GUAJARA,NA,6,TABERNA,1,NA,1,1,67000000,150080005000160
21,2325,5,0,1,1,AVENIDA,NA,TIRADENTES,10,SMS,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COLEGIO AGRICOLA,NA,6,SACOLAO FALA FINA,1,NA,31,3,65393000,210232505000001
24,7203,5,0,1,1,RUA,NA,TREZE DE MAIO,112,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,BETANIA VARIEDAE,1,NA,16,3,59500000,240720305000001
33,4706,5,0,21,1,RUA,NA,CANDIDA F DA COSTA,170,NA,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,BARBEARIA,1,NA,3,1,28470000,330470605000021
41,6902,5,6,192,1,AVENIDA,PRESIDENTE,WESCESLAU BRAZ,1309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LINDOIA,NA,6,PRODUTOS PARA MARCENARIA,1,NA,4,1,80010000,410690205060192
41,15200,5,1,1,1,AVENIDA,DUQUE,DE CAXIAS,2670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZONA 01,NA,6,GALERIA MADRI,1,NA,3,4,87013180,411520005010001
42,16701,5,0,3,1,RUA,NA,JACOB STEIN,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,4,ESCOLA ESPECIAL VIVIANE,1,NA,7,4,89930000,421670105000003
35,4107,5,0,23,1,AVENIDA,NA,ATIBAIA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA JARDIM,NA,4,ESCOLA DE CURSOS JURIDICOS,1,NA,3,1,12942770,350410705000023
14,175,5,0,21,2,VICINAL,NA,02,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETOR 21,NA,3,CHACARA,NA,NA,1,1,69390000,140017505000021
35,34401,5,0,37,1,AVENIDA,NA,MARIA CAMPOS,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,PECAS CARROS,1,NA,3,2,6010065,353440105000037
41,13502,5,0,25,2,ESTRADA,NA,DA FAZENDA SAO JOAQUIM,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 51 29.8980 S,53 06 1.3140 O,BAU,NA,3,GADO PARA ENGORDA,NA,NA,0,0,87900000,411350205000025
11,1203,5,0,11,2,TRAVESSAO,NA,DO JALIU,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 06 12.9480 S,61 35 28.8660 O,NA,NA,3,CURRAL,NA,NA,0,0,76919000,110120305000011
11,205,5,6,6,1,RUA,NA,JOSE DE ALENCAR,2207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LAVA JATO POINT CAR E ESTACIONAMENTO,1,NA,7,3,76801000,110020505060006
33,4557,5,15,55,1,AVENIDA,NA,NOVA YORK,252,NA,CASA,08,APARTAMENTO,101,FUNDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,BONSUCESSO,NA,6,LOJA,1,NA,2,4,21041040,330455705150055
52,12501,6,0,19,1,AVENIDA,NA,LUCENA RORIZ,17,NA,QUADRA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM INGA,NA,6,BAR,2,NA,1,4,72800000,521250106000019
15,800,5,0,68,1,AVENIDA,NA,TRES CORACOES,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIDADE NOVA IX,NA,6,EMPRESA DE VENDA DE CARROS,1,NA,1,4,67015230,150080005000068
43,21204,7,0,3,2,ESTRADA,SANTA,BARBARA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29 44 8.2500 S,50 46 52.3620 O,SANTA BARBARA,NA,6,FIGORIFICO,1,NA,0,0,95600000,432120407000003
23,3402,5,0,19,2,ESTRADA,NA,CACHOEIRA DO NORTE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 09 41.0040 S,40 54 39.5700 O,CACHOEIRA DO NORTE,NA,6,IGREJA,1,NA,0,0,62375000,230340205000019
31,43906,20,0,4,2,RODOVIA,NA,BR 116,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 12 50.8740 S,42 23 25.6380 O,BARREIRO,NA,3,SITIO SAO VICENTE,NA,NA,0,0,36880000,314390620000004
13,2603,5,12,273,1,RUA,NA,RUA CURUAI,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIDADE DE DEUS,NA,6,METALURGICA CARLINHOS,1,NA,5,3,69000000,130260305120273
24,2303,5,0,8,1,RUA,CORONEL,ROSENDO FERNANDES,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,COMERCIO DE MATERIAL DE CONSTRUCAO,1,NA,5,3,59780000,240230305000008
32,4401,5,0,7,2,ESTRADA,SANTA,CRUZ,0,SN,CASA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA CRUZ,NA,3,CULTURA DE CAFE,NA,NA,0,0,29290000,320440105000007
35,10609,30,0,117,1,ESTRADA,NA,DA FAZENDINHA,1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA CRISTINA,NA,6,SERRALHERIA,1,NA,1,1,6351040,351060930000117
29,702,5,0,15,1,RUA,DOUTOR,AVELAR BRANDAO VILELA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO 10 DE NOVEMBRO,NA,6,BAR,2,NA,8,4,48107999,290070205000015
32,300,35,0,2,2,TRAVESSA,NA,CASTELINHO,0,SN,BARRACAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESTRADA FORTUNA,NA,3,GALPAO PLANTACAO CHANPION,NA,NA,6,1,29240000,320030035000002
27,300,5,0,82,1,RUA,NA,OLINDA DE MAGALHES,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CACIMBAS,NA,6,DEPOSITO DA OFICINA,1,NA,10,1,57304481,270030005000082
27,2900,5,0,37,2,RUA,NA,PRINCIPAL,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAGOA DAS PIABAS,NA,5,ESC DE 1GRAU PROF RIVO FARIAS,1,NA,1,1,57360000,270290005000037
33,6107,5,0,79,1,AVENIDA,NOSSA SENHORA,APARECIDA,420,NA,ANEXO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,APARECIDA,NA,6,CAPOTARIA,1,NA,6,4,27600000,330610705000079
23,4905,5,0,1,1,RUA,NA,MANOEL VICENTE MELO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,BAR E CHURRASCARIA MARIANOS,1,NA,12,2,62190000,230490505000001
31,22355,5,0,1,1,AVENIDA,VEREADOR,CLAUDIO ALVES COSTA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DIVISA ALEGRE,NA,6,AUTO ELETRICA,1,NA,7,2,39995000,312235505000001
52,12501,5,0,72,1,AVENIDA,NA,DAS PALMEIRAS,5,NA,QUADRA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARQUE ESTRELA DALVA IV,NA,6,IGREJA,1,NA,9,3,72800000,521250105000072
29,10750,5,0,26,1,RUA,NA,MARIA PRETA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LAVA A JATO DE GERINHA,1,NA,19,4,48415000,291075005000026
25,2102,5,0,2,1,RUA,NA,REPUBLICA DA ESTRELA,10,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOTERIAS LIDER,1,NA,4,4,58993000,250210205000002
25,15708,5,0,4,2,SITIO,NA,ALAGOINHA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07 14 15.5760 S,38 24 10.5000 O,ALAGOINHA,NA,6,DEPOSITO,1,NA,0,0,58955000,251570805000004
23,7106,5,0,2,1,RUA,PADRE,MIGUEL COELHO,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO CENTRO,NA,6,MERCEARIA,1,NA,3,4,63290000,230710605000002
29,17607,5,0,46,2,FAZENDA,NA,AURORA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 32 47.8200 S,39 57 22.6920 O,FAZ AURORA,NA,6,SECRETARIA DO PARQUE,1,NA,0,0,45345000,291760705000046
31,47600,5,0,5,1,RUA,NA,AFONSO CABRAL,90,NA,BARRACAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314760005000005,NA,6,DEPOSITO DA CASA PIRES,1,NA,13,1,37460000,314760005000005
35,1608,5,0,14,1,RUA,NA,SEBASTIAO ANTAS,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA REHDER,NA,6,TEMPLO IGREJA AVIVAMENTO BIBLICO,1,NA,3,2,13465380,350160805000014
29,24702,5,0,4,1,RUA,NA,LUIZ CABRAL,0,SN,FUNDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIRIPA,NA,4,ESCOLA MUNICIPAL INFANTIL TIA DENINHA  F,1,NA,6,3,46270000,292470205000004
33,407,5,5,21,1,RUA,PROFESSORA,LUCIA ROSA DA SILVA,1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAJUEIRO,NA,6,LOJA DE ROUPAS,1,NA,1,3,27333602,330040705050021
42,11603,5,0,3,1,RUA,NA,SILVANO ROMAGNA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO BORTOLOTTO,NA,6,PANIFICADORA CRISLEO,1,NA,2,1,88865000,421160305000003
25,4074,5,0,3,2,SITIO,NA,LAGOA DOS SEVEROS,6,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07 45 56.5980 S,36 34 13.7760 O,LAGOA DOS SEVEROS,NA,3,CURRAL,NA,NA,0,0,58595000,250407405000003
52,9150,5,0,5,1,AVENIDA,NA,FELICIANA DE PAULA CONCEICAO,1177,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEMPO NOVO,NA,6,COMITE POLITICO,1,NA,17,3,75865000,520915005000005
15,4604,15,0,3,2,ILHA,NA,PITEIRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02 33 11.6700 S,49 33 57.2880 O,SANTO ANTONIO,NA,3,PLANTACAO ACAI,NA,NA,0,0,68420000,150460415000003
35,52205,5,0,4,1,RUA,PADRE,LUIZ,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ESTACIONAMENTO,1,NA,1,3,18035010,355220505000004
35,17000,5,0,17,1,RUA,NA,AFONSO PENA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM TAMINATO,NA,6,SUPERMERCADO RORATO,1,NA,7,4,16450000,351700005000017
31,10707,5,0,20,2,FAZENDA,NA,SAMAMBAIA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 52 31.0440 S,45 20 0.3360 O,SAO BENTO,NA,3,PRODUCAO DE LEITE E CAFE,NA,NA,0,0,37420000,311070705000020
12,401,5,0,182,1,RUA,NA,ANTONIO DA ROCHA VIANA,4296,NA,LADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA NOVA,NA,6,SALAO DE BELEZA TRANSFORMACAO,1,NA,11,4,69914310,120040105000182
15,859,5,0,18,2,VICINAL,NA,PDS ESPERANCA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 45 56.4060 S,51 22 35.5800 O,VICINAL UM,NA,3,LAVOURA BRANC,NA,NA,0,0,68365000,150085905000018
31,27107,5,0,62,2,FAZENDA,NA,POSTO 5O,197,KM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19 56 8.1900 S,48 57 17.0340 O,FRUTAL,NA,6,POSTO DE COMBUSTIVEL,1,NA,0,0,38200000,312710705000062
33,5208,5,8,11,1,RODOVIA,NA,AMARAL PEIXOTO RJ 106,0,SN,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA LINDA,NA,6,DEPOSITO DE BEBIDAS,1,NA,2,1,28940000,330520805080011
31,24104,5,0,7,1,RUA,NA,ANGELA FERREIRA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO BELVEDERE,NA,6,IGREJA EVANGELICA QUADRANGULAR,1,NA,5,2,35740000,312410405000007
42,3808,5,0,51,1,RUA,MARECHAL,DEODORO,507,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOA VISTA,NA,6,ACOUGUE,1,NA,11,4,89460000,420380805000051
41,13700,5,1,6,1,RUA,NA,MATO GROSSO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ESTACIONAMENTO DA IGREJA,1,NA,5,2,86010180,411370005010006
29,27408,5,22,440,1,RUA,NOSSA SENHORA,DA PAZ,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NARANDIBA",NA,6,QUITANDA DA MANGUEIRA,1,NA,4,3,41192275,292740805220440
29,32804,5,0,21,2,ESTRADA,NA,RIO VERDE,11,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12 03 32.1720 S,41 04 18.0540 O,RIO VERDE,NA,3,FAZENDA,NA,NA,0,0,46810000,293280405000021
52,9101,5,0,1,1,AVENIDA,PRESIDENTE,VARGAS,1380,NA,SOBRADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,REQUINTE CALCADOS,1,NA,13,3,75600000,520910105000001
22,8403,5,0,18,1,RODOVIA,NA,BR 343,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRADO,NA,6,TERRENO,1,NA,9,2,64260000,220840305000018
25,8307,5,0,12,2,ESTRADA,NA,JENIPAPO  A PAI DOMINGOS,1040,CT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAI DOMINGOS,NA,3,AGRICOLA,NA,NA,0,0,58117000,250830705000012
31,13404,5,0,29,1,RUA,CORONEL,ANTONIO SATURNINO,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPERANCA,NA,6,BAR,1,NA,2,1,35300124,311340405000029
35,22604,5,0,6,1,AVENIDA,NA,RIO BRANCO,247,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,SELARIA,1,NA,10,2,13970070,352260405000006
35,29005,5,0,155,1,RUA,NA,CATARINA ELIAS MIGUEL,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MONTE CASTELO,NA,6,ACADEMIA DE GINASTICA,1,NA,5,6,17524430,352900505000155
50,6002,5,0,4,1,RUA,DOUTOR,JOSE ROSSI JR,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO MARIA DE LOURDES,NA,6,POSTO DE PAO,1,NA,21,3,79140000,500600205000004
31,38203,5,0,32,1,AVENIDA,DOUTOR,SILVIO MENICUCCI,668,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA DE ROUPA FEMININA,1,NA,5,1,37200000,313820305000032
43,14134,5,0,8,2,ESTRADA,SAO,JOAO GIARETTA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27 42 30.2220 S,52 19 23.3520 O,CAMPO ERECHIM,NA,6,ESCOLA DESATIVADA,1,NA,0,0,99718000,431413405000008
15,1402,75,0,185,1,PASSAGEM,SAO,PEDRO,644,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SACRAMENTA,NA,6,IGREJA EVANGELICA DEUS E AMOR,1,NA,4,8,66123230,150140275000185
24,1008,5,0,20,2,ESTRADA,NA,SANTA CRUZ,52,COSERN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05 46 16.8720 S,37 46 41.8500 O,SANTA CRUZ,NA,3,CRIACAO DE CABRAS,NA,NA,0,0,59700000,240100805000020
35,50308,65,0,122,1,RUA,NA,ANGELO APARECIDO DOS SANTOS DIAS,422,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO PAULO,NA,6,LOJA DE ROUPAS SS,1,NA,3,2,5568090,355030865000122
35,50308,76,0,152,1,RUA,NA,PAULO SERGIO MILLIET,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM IVA,NA,6,FABRICA DE CONCERTO DE FERRAMENTA,1,NA,1,2,3921040,355030876000152
33,4557,5,30,272,1,AVENIDA,PREFEITO,SA LESSA,300,NA,BLOCO,16,APARTAMENTO,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COSTA BARROS,NA,6,BAR,1,NA,4,1,21530040,330455705300272
43,14902,5,0,2106,1,ESTRADA,NA,MARTIM FELIX BERTA,735,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO PROTASIO ALVES,NA,6,OFICINA DE AUTO ELETRCA VALDO,1,NA,3,2,91250200,431490205002106
50,2704,5,6,8,1,AVENIDA,NA,CALOGERAS,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,MARISSOL CALCADOS,1,NA,1,4,79002005,500270405060008
25,15302,5,0,33,1,RUA,COMENDADOR,RENATO RIBEIRO COUTINHO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RUA NOVA,NA,6,BAR,1,NA,2,4,58340000,251530205000033
35,50308,18,0,74,1,RUA,NA,ANTONIO PAGANII,325,NA,OUTROS,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,ESTABELECIMENTO COMERCIAL,1,NA,8,3,3732140,355030818000074
41,905,5,0,1,1,RUA,NA,BAHIA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,SEDE ESF,1,NA,11,2,87850000,410090505000001
52,10406,5,0,26,2,FAZENDA,NA,ENGENHO DA ESTRELA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16 09 0.0240 S,49 46 10.6020 O,ZONA RURAL,NA,3,GALPAO DE GUARDAR AGROTOXICOS,NA,NA,0,0,76630000,521040605000026
31,38302,5,0,6,1,RUA,NA,MOINHOS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOVO ORIENTE,NA,6,OFICINA DO LAIR,1,NA,2,3,35657000,313830205000006
